"מקור","קטגוריה/מדינה","כותרת","סוג","הערות/זווית","סטטוס"
"Similarweb - Long Tail","כללי - יבשת","תכנון טיול לפי טווח תאריכים ספציפי (מחשבון ימים)","רעיון חדש (מבוסס ביקוש אמיתי)","דוגמת מילת חיפוש אמיתית: 'כמה ימים בין 24 יוני ל-13 יולי' - אנשים מחפשים כלים לחישוב אורך טיול. כלי/מחשבון פשוט יכול לתפוס את כל המשפחה הזו של שאלות.","לידיעה"
"Similarweb - להימנע","כללי - יבשת","אזהרה: לא לכתוב תוכן סביב שאלות ""מה השעה ב-X""","אזהרה","מילים כמו 'מה השעה בפרו' מקבלות 90-100% zero-click rate - גוגל עונה ישירות בווידג'ט זמן, אין תנועה בפועל גם עם דירוג גבוה. Similarweb מסמן אותן 'Low Potential Keywords'. לא להשקיע כתיבה שם.","לידיעה"
"תובנה אסטרטגית","בריאות מילות מפתח לפי מדינה","מקסיקו - חזקה ומגוונת","תובנה","33 מילות מפתח אצל גרינגו (6 חודשים), הכי מגוון אחרי ארגנטינה. נפח חיפוש 7.3K על 'מקסיקו' לבד. בריאה.","לידיעה"
"תובנה אסטרטגית","בריאות מילות מפתח לפי מדינה","ארגנטינה - הכי חזקה מכל המדינות","תובנה","39 מילות מפתח, נפח חיפוש 27.5K על 'ארגנטינה' לבד - הגבוה ביותר שנמדד בכל הבדיקה. חדשה וגדלה.","לידיעה"
"תובנה אסטרטגית","בריאות מילות מפתח לפי מדינה","פרו - בריאה עם הרבה כיסוי חדש","תובנה","26 מילות מפתח, הרבה תגיות NEW (מה עשים בפרו, מתי לנסוע, הוסטלים) - כיסוי אינפורמטיבי טוב.","לידיעה"
"תובנה אסטרטגית","בריאות מילות מפתח לפי מדינה","פנמה - בריאה, אישוש נוסף להוספה","תובנה","14 מילות מפתח, כמה NEW, נפח 6.2K על 'פנמה' לבד. מאשש שההחלטה להוסיף אותה הייתה נכונה.","לידיעה"
"תובנה אסטרטגית","בריאות מילות מפתח לפי מדינה","אקוודור - בריאה","תובנה","13 מילות מפתח, כמה NEW (מינדו, טיימינג טיול), נפח 2.5K.","לידיעה"
"תובנה אסטרטגית","בריאות מילות מפתח לפי מדינה","קולומביה - מעורבת, מאבדת את מילת הויזה למוצילר","תובנה","17 מילות מפתח. חשוב: 'ויזה לקולומביה' מסומנת LOST אצל גרינגו - בדיוק המילה שמוצילר תפס כ-NEW/טרנדית. תחרות ישירה על אותה מילה, מוצילר מנצח כרגע.","לידיעה"
"תובנה אסטרטגית","בריאות מילות מפתח לפי מדינה","ברזיל - אות אזהרה: סימנים סותרים","תובנה","ב-3 חודשים: 220 קליקים +350%. ב-6 חודשים: 480 קליקים אבל -53%. זה לא סתם 'עולה' או 'יורד' - נראה כמו אתחול/תנודתיות אמיתית, לא מגמה ברורה. לפני שמשקיעים בכתבת ברזיל גדולה, כדאי לבדוק שוב בעוד חודש-חודשיים.","לידיעה"
"תובנה אסטרטגית","בריאות מילות מפתח לפי מדינה","אורוגוואי - שטוחה ויציבה, לא צומחת","תובנה","16 מילות מפתח, מילת הבסיס 'אורוגוואי' ב-0% שינוי (בדיוק שטוח). לא דועכת אבל גם לא צומחת - נישה קטנה ויציבה.","לידיעה"
"תובנה אסטרטגית","בריאות מילות מפתח לפי מדינה","ניקרגואה - חלשה ויורדת, דגל אדום","תובנה","רק 3 מילות מפתח סה''כ אצל גרינגו (הכי חלש מכל 13 המדינות), ומילת הבסיס 'ניקרגואה' יורדת ב-75%(!). זה מעדן את ההמלצה הקודמת - גם המתחרה המבוסס לא הצליח לבנות שם ביקוש אמיתי, כך שגם VAMOS יצטרך להשקיע בבניית ביקוש, לא רק לכתוב תוכן ולחכות.","לידיעה"
"תובנה אסטרטגית","בריאות מילות מפתח לפי מדינה","צ׳ילה - הכי חלשה מכל המדינות אצל גרינגו","תובנה","פחות מ-50 קליקים סה''כ על כל מילות ה'צ׳ילה' - חלשה במפתיע עבור מדינה גדולה וידועה. ייתכן שגרינגו פשוט לא ממוקד שם, או שהמתחרים האחרים (מוצילר) תופסים את הביקוש. שווה לבדוק גם את מוצילר לצ׳ילה בעתיד.","לידיעה"
"תובנה אסטרטגית","בריאות מילות מפתח לפי מדינה","גואטמלה, קוסטה ריקה, בליז - אושרו כחזקות (חזרה)","תובנה","אושרו בבדיקה נפרדת בטווחים מרובים (3+6 חודשים): שלושתן מראות מגמת עלייה עקבית, לא רעש. בליז הכי חזקה (+1,700% ב-6 חודשים).","לידיעה"
"תובנה אסטרטגית","בריאות מילות מפתח לפי מדינה","בוליביה - תוקן: בעצם יורדת, לא עולה","תובנה","ה-YoY שדווח קודם (+380%) היה מטעה. בפועל יורדת (-56% ב-3 חודשים, -50% ב-6 חודשים). כבר תוקן גם בשורת בוליביה המקורית.","לידיעה"
"תובנה אסטרטגית","קישורים נכנסים (Backlinks)","גרינגו - פרופיל קישורים איכותי אך מתכווץ","תובנה","184 דומיינים מפנים, 649 קישורים, Domain Authority 23. גרף 13 חודשים מראה ירידה עקבית: כל חודש מאבד יותר דומיינים ממה שהוא רוכש (New vs Lost תמיד שלילי מאז אוגוסט 25) - עוד אישוש לירידה הכללית. הקישור המשמעותי ביותר: lametayel.co.il (DA 17, 88 קישורים) - האתר הגדול ביותר בנישה בפועל מפנה אליו. גם קישורי שותפות אמיתיים ממלונות בפרו (hotelvalery.pe, hotelalpamayo.com).","לידיעה"
"תובנה אסטרטגית","קישורים נכנסים (Backlinks)","מוצילר - הרבה יותר קישורים אך רבים חשודים","תובנה","602 דומיינים מפנים (פי 3 מגרינגו!), 1.4K קישורים, אבל Domain Authority רק 16 (נמוך מ-23 של גרינגו). גרף הצמיחה חיובי (בניגוד לגרינגו). אזהרה: כמה מהדומיינים המובילים נראים חשודים כרשת קישורים מלאכותית (links-bhs-blue.xyz, links-bhs-green.xyz, links-bhs-yellow.xyz, links-bhs-brown.space - כולם באותו תבנית שם) - מסביר למה יש הרבה קישורים אבל דירוג סמכות נמוך יחסית. לא להעתיק אסטרטגיה כזו.","לידיעה"
"תובנה אסטרטגית","קישורים נכנסים (Backlinks)","הרף לתחרות נמוך יותר משנראה","תובנה","רוב הדומיינים המפנים לשני האתרים הם DA 0-19 - לא אתרי סמכות גדולים. VAMOS לא צריך קמפיין קישורים ענק כדי להתחרות - כמה שותפויות אמיתיות (מלונות/הוסטלים, אזכורים בקבוצות/פורומים, אולי גם lametayel.co.il עצמו) כבר יכולות לסגור את הפער.","לידיעה"
"תובנה אסטרטגית","כלים נוספים","מה עוד שווה לבדוק - Ahrefs וכלים חינמיים","תובנה","בתוך Similarweb: Backlink Analytics ו-Site Audit (כבר קיימים בחבילה, Site Audit עוד לא נבדק - יתרון טכני-SEO אפשרי). מחוץ ל-Similarweb: Ahrefs נותן אינדקס קישורים עמוק יותר, כלי Content Gap אמיתי (כל המתחרים בבת אחת), מעקב דירוג היסטורי בלי תקרת 6 חודשים, ו'Best by Links' (אילו עמודים אצל המתחרים מושכים הכי הרבה קישורים - מגלה איזה סוג תוכן מקבל שיתופים). כלים חינמיים: Google Trends (לאמת עונתיות), ו-Google Search Console ברגע ש-VAMOS יתחיל לקבל תנועה (המקור הכי מדויק, לא הערכה).","לידיעה"
"תובנה אסטרטגית","כלים נוספים","Site Audit ו-Search Tracking - מה בדיוק זמין","תובנה","Site Audit (בדיקה טכנית) נעול מאחורי חבילה יקרה יותר - לא זמין כרגע. Search Tracking (Rank Tracker) לא נעול אבל צופה קדימה בלבד - לא נותן היסטוריה על גרינגו/מוצילר, רק עוקב אחרי מילים שבוחרים החל מרגע היצירה. שווה הקמת קמפיין מעקב על VAMOS עצמו (למשל המילים הטרנדיות: גואטמלה/בליז/קוסטה ריקה) ברגע שיהיו כתבות באתר, כדי לראות התקדמות אמיתית לאורך זמן.","לידיעה"
